text,department,category,subcategory,priority
"good morning sir, nali overflow kar rahi hai rohini sector 7 ke raste pe",Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
i am rahul shamram i am fine so the problem is that kachra 4 din se nahi uthaya gaya hai Civil Lines se,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
"i am reporting an issue that bhai Connaught Place ke paas rasta poora toota hua hai, pothole hain bohot",Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
in our area plague and disease spreading in Karol Bagh due to mosquitoes and stagnant water,Public Health Department,Public Health,Disease Outbreak,HIGH
"please help me, streetlights turned off on main road near Vasant Kunj for 7 nights",Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
"please help me, pothole on road needs urgent repair before an accident happens",Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
"hi assistant i am fine, drainage gutter overflow inundating street water in Karol Bagh",Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
in our area there are large potholes on the road making driving very dangerous,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
bhai listen pipeline phat gayi hai Dwarka Sector 10 ke paas road par,Water Department,Water Supply,Water Pipeline Leakage,HIGH
in our area sewage line overflowing near Model Town creating unsanitary conditions,Sanitation Department,Sanitation,Sewage Overflow,HIGH
i am rahul shamram i am fine so the problem is that kachra 4 din se nahi uthaya gaya hai Model Town se,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
i am rahul shamram i am fine so the problem is that sewage manhole overflow causing smell and filth on pavement near Dwarka Sector 10,Sanitation Department,Sanitation,Sewage Overflow,HIGH
"bhai Vasant Kunj ke paas rasta poora toota hua hai, pothole hain bohot",Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
hello sir my name is rahul and garbage has not been collected from Rohini Sector 7 for 5 days,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
bhai listen entire stretch of road near Vasant Kunj is pitch dark at night,Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
in our area garbage has not been collected from Connaught Place for 3 days,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
hello sir my name is rahul and bus stop shelter shade damaged and rusted near Civil Lines,Municipal Transport Department,Transport,Bus Stop Damage,LOW
fumigation and mosquito fogging required urgently in Vasant Kunj,Public Health Department,Public Health,Vector Disease Control,HIGH
bhai listen traffic light kharab hai near Dwarka Sector 10 chowk,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
"fogging karwao area me, dengue phail raha hai",Public Health Department,Public Health,Vector Disease Control,HIGH
in our area there is no water supply in Sector 17,Water Department,Water Supply,No Water Supply,HIGH
"please help me, sewage line overflowing near Vasant Kunj creating unsanitary conditions",Sanitation Department,Sanitation,Sewage Overflow,HIGH
in our area entire stretch of road near sector 17 is pitch dark at night,Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
hello sir my name is rahul and stagnant water pool near Railway Station Road becoming mosquito breeding ground,Public Health Department,Public Health,Mosquito Breeding Hazard,HIGH
i am reporting an issue that severe foul odor coming from unmaintained public restroom near Civil Lines,Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
nali overflow kar rahi hai Dwarka Sector 10 ke raste pe,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
dengue phail raha hai please fogging lagwao area me,Public Health Department,Public Health,Vector Disease Control,HIGH
hello sir my name is rahul and traffic light kharab hai near Railway Station Road chowk,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
"i am reporting an issue that dengue cases badh rahe hain, please fogging karwao Connaught Place me",Public Health Department,Public Health,Vector Disease Control,HIGH
i am rahul shamram i am fine so the problem is that entire stretch of road near vasant kunj is pitch dark at night,Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
"good morning sir, nali overflow kar rahi hai Vasant Kunj ke raste pe",Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
"please help me, drainage gutter overflow inundating street water in Lajpat Nagar",Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
"good morning sir, nali overflow kar rahi hai Railway Station Road ke raste pe",Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
"please help me, public toilet is closed and locked since 2 days near Model Town",Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
in our area power supply has been out in Karol Bagh for more than 2 hours,Electricity Department,Electricity,Power Outage,HIGH
large deep potholes on main road near Connaught Place causing accidents,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
"good morning sir, public toilet near Connaught Place is extremely filthy and not cleaned",Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
severe foul odor coming from unmaintained public restroom near Lajpat Nagar,Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
"please help me, stormwater drain is completely clogged with silt near Connaught Place",Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
"hi assistant i am fine, contaminated foul smelling water in supply line near Vasant Kunj",Water Department,Water Supply,Contaminated / Dirty Water,HIGH
"bhai listen fogging karwao area me, dengue phail raha hai",Public Health Department,Public Health,Vector Disease Control,HIGH
traffic signal lights not working at major intersection near Sector 17,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
live electrical wire fallen on road near Sector 17,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
huge pile of uncollected trash dumped openly near Dwarka Sector 10,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
transformer se spark nikal raha hai near Model Town market,Electricity Department,Electricity,Transformer Sparking,CRITICAL
bhai listen entire stretch of road near Dwarka Sector 10 is pitch dark at night,Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
drainage gutter overflow inundating street water in Lajpat Nagar,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
i am reporting an issue that severe waterlogging in Civil Lines after light rain due to choked drains,Municipal Drainage Department,Drainage,Waterlogging,HIGH
"hello sir my name is rahul and malaria aur dengue ke case badh rahe hain Sector 17 me, fogging karo",Public Health Department,Public Health,Vector Disease Control,HIGH
i am reporting an issue that there is sewage overflowing from the chamber onto the walking path in railway station road,Sanitation Department,Sanitation,Sewage Overflow,HIGH
"hi assistant i am fine, pipe leakage near Rohini Sector 7 wasting clean drinking water",Water Department,Water Supply,Water Pipeline Leakage,HIGH
bus stop shelter shade damaged and rusted near Vasant Kunj,Municipal Transport Department,Transport,Bus Stop Damage,LOW
i am rahul shamram i am fine so the problem is that transformer se spark nikal raha hai near dwarka sector 10 market,Electricity Department,Electricity,Transformer Sparking,CRITICAL
bhai listen there is water on road due to broken pipeline near Sector 17,Water Department,Water Supply,Water Pipeline Leakage,HIGH
open manhole on main road near Dwarka Sector 10 poses severe danger to pedestrians,Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
no water supply in Karol Bagh for 2 days,Water Department,Water Supply,No Water Supply,HIGH
i am reporting an issue that big pothole on main road causing accidents and damage to vehicles,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
huge pile of uncollected trash dumped openly near Lajpat Nagar,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
bhai listen live electrical wire fallen on road near Karol Bagh,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
i am reporting an issue that bus stop shelter shade damaged and rusted near sector 17,Municipal Transport Department,Transport,Bus Stop Damage,LOW
nali overflow kar rahi hai Lajpat Nagar ke raste pe,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
"good morning sir, mosquito se dengue ho raha hai area me fogging ki zaroorat hai",Public Health Department,Public Health,Vector Disease Control,HIGH
pipeline burst near Rohini Sector 7 causing heavy water leakage on road,Water Department,Water Supply,Water Pipeline Leakage,HIGH
hello sir my name is rahul and bus stop shelter shade damaged and rusted near Vasant Kunj,Municipal Transport Department,Transport,Bus Stop Damage,LOW
"hi assistant i am fine, our taps have been completely dry in dwarka sector 10 since yesterday",Water Department,Water Supply,No Water Supply,HIGH
i am reporting an issue that urgent fogging required near Connaught Place due to mosquito menace and dengue threat,Public Health Department,Public Health,Vector Disease Control,HIGH
"hi assistant i am fine, bus stop shelter shade damaged and rusted near Karol Bagh",Municipal Transport Department,Transport,Bus Stop Damage,LOW
hello sir my name is rahul and nali overflow kar rahi hai Karol Bagh ke raste pe,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
"good morning sir, public toilet near Lajpat Nagar is extremely filthy and not cleaned",Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
"please help me, there is no water supply in Civil Lines",Water Department,Water Supply,No Water Supply,HIGH
i am reporting an issue that sewage chamber overflowing on the walking pavement near Civil Lines,Sanitation Department,Sanitation,Sewage Overflow,HIGH
"good morning sir, garbage has not been collected from Vasant Kunj for 5 days",Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
"good morning sir, pipeline burst near Model Town causing heavy water leakage on road",Water Department,Water Supply,Water Pipeline Leakage,HIGH
"please help me, streetlights turned off on main road near Railway Station Road for 3 nights",Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
"hi assistant i am fine, sewage chamber is overflowing and sewage spreading on street near Connaught Place",Sanitation Department,Sanitation,Sewage Overflow,HIGH
"hi assistant i am fine, transformer se spark nikal raha hai near Model Town market",Electricity Department,Electricity,Transformer Sparking,CRITICAL
garbage has not been collected from Vasant Kunj for 7 days,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
"please help me, road is completely broken with dangerous potholes everywhere",Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
"please help me, nali overflow kar rahi hai Model Town ke raste pe",Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
"please help me, open manhole hai road pe near Vasant Kunj",Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
streetlight pole broken and light fixture hanging near Rohini Sector 7,Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
"please help me, road par pipeline phat gayi hai",Water Department,Water Supply,Water Pipeline Leakage,HIGH
"please help me, nali overflow kar rahi hai Vasant Kunj ke raste pe",Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
bhai listen transformer se spark nikal raha hai near Karol Bagh market,Electricity Department,Electricity,Transformer Sparking,CRITICAL
i am reporting an issue that big pothole on main road causing accidents and damage to vehicles,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
i am reporting an issue that stormwater drain is completely clogged with silt near Rohini Sector 7,Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
bus stop shelter shade damaged and rusted near lajpat nagar,Municipal Transport Department,Transport,Bus Stop Damage,LOW
"please help me, urgent fogging required near rohini sector 7 due to mosquito menace and dengue threat",Public Health Department,Public Health,Vector Disease Control,HIGH
"please help me, exposed live electrical wire hanging dangerously near school in Model Town",Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
severe waterlogging in Civil Lines after light rain due to choked drains,Municipal Drainage Department,Drainage,Waterlogging,HIGH
kachra 4 din se nahi uthaya gaya hai Railway Station Road se,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
bhai listen sewage chamber is overflowing and sewage spreading on street near Lajpat Nagar,Sanitation Department,Sanitation,Sewage Overflow,HIGH
there is sewage overflowing from the chamber onto the walking path in Connaught Place,Sanitation Department,Sanitation,Sewage Overflow,HIGH
water pipe is leaking continuously on the main road,Water Department,Water Supply,Water Pipeline Leakage,HIGH
"hi assistant i am fine, severe foul odor coming from unmaintained public restroom near Model Town",Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
i am reporting an issue that stormwater drain is completely clogged with silt near Karol Bagh,Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
bhai listen electricity transformer near Dwarka Sector 10 is sparking violently and emitting smoke,Electricity Department,Electricity,Transformer Sparking,CRITICAL
"good morning sir, stormwater drain is completely clogged with silt near Railway Station Road",Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
i am reporting an issue that severe waterlogging in Dwarka Sector 10 after light rain due to choked drains,Municipal Drainage Department,Drainage,Waterlogging,HIGH
i am reporting an issue that the main road has huge deep potholes near Dwarka Sector 10,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
i am rahul shamram i am fine so the problem is that plague and disease spreading in Dwarka Sector 10 due to mosquitoes and stagnant water,Public Health Department,Public Health,Disease Outbreak,HIGH
hello sir my name is rahul and road construction work near Railway Station Road has been left incomplete for months,Public Works Department,Roads / PWD,Incomplete Road Construction,MEDIUM
bhai listen pipe leakage near Vasant Kunj wasting clean drinking water,Water Department,Water Supply,Water Pipeline Leakage,HIGH
i am reporting an issue that road construction work near Railway Station Road has been left incomplete for months,Public Works Department,Roads / PWD,Incomplete Road Construction,MEDIUM
i am rahul shamram i am fine so the problem is that severe waterlogging in Karol Bagh after light rain due to choked drains,Municipal Drainage Department,Drainage,Waterlogging,HIGH
"good morning sir, streetlights turned off on main road near Sector 17 for 7 nights",Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
community waste bin overflowing near Karol Bagh,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
traffic light kharab hai near Model Town chowk,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
hello sir my name is rahul and drainage gutter overflow inundating street water in Connaught Place,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
in our area there is sewage overflowing from the chamber onto the walking path in Model Town,Sanitation Department,Sanitation,Sewage Overflow,HIGH
in our area traffic light kharab hai near Dwarka Sector 10 chowk,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
"please help me, huge pile of uncollected trash dumped openly near Model Town",Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
severe waterlogging in Connaught Place after light rain due to choked drains,Municipal Drainage Department,Drainage,Waterlogging,HIGH
"good morning sir, severe foul odor coming from unmaintained public restroom near Lajpat Nagar",Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
hello sir my name is rahul and live electrical wire fallen on road near Civil Lines,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
"please help me, road par pipeline phat gayi hai",Water Department,Water Supply,Water Pipeline Leakage,HIGH
"please help me, drainage gutter overflow inundating street water in Model Town",Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
bus stop shelter shade damaged and rusted near Rohini Sector 7,Municipal Transport Department,Transport,Bus Stop Damage,LOW
big pothole on main road causing accidents and damage to vehicles,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
hello sir my name is rahul and severe foul odor coming from unmaintained public restroom near Karol Bagh,Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
i am reporting an issue that traffic light kharab hai near Dwarka Sector 10 chowk,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
"good morning sir, bhai Lajpat Nagar ke paas rasta poora toota hua hai, pothole hain bohot",Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
"i am rahul shamram i am fine so the problem is that bhai Sector 17 ke paas rasta poora toota hua hai, pothole hain bohot",Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
hello sir my name is rahul and water pressure is very low,Water Department,Water Supply,Low Water Pressure,MEDIUM
i am reporting an issue that entire stretch of road near Civil Lines is pitch dark at night,Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
"please help me, fever cases increasing in Railway Station Road suspected dengue mosquito infestation",Public Health Department,Public Health,Disease Outbreak,HIGH
"good morning sir, transformer se spark nikal raha hai near Connaught Place market",Electricity Department,Electricity,Transformer Sparking,CRITICAL
"good morning sir, dengue phail raha hai please fogging lagwao area me",Public Health Department,Public Health,Vector Disease Control,HIGH
"hi assistant i am fine, pipeline leak hai aur paani road par jama ho raha hai",Water Department,Water Supply,Water Pipeline Leakage,HIGH
kachra 4 din se nahi uthaya gaya hai Dwarka Sector 10 se,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
in our area garbage has not been collected from Railway Station Road for 5 days,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
"bhai listen paani ki supply bilkul band hai Civil Lines me, please help karo",Water Department,Water Supply,No Water Supply,HIGH
plague and disease spreading in Lajpat Nagar due to mosquitoes and stagnant water,Public Health Department,Public Health,Disease Outbreak,HIGH
"hi assistant i am fine, bijli 6 ghante se nahi hai Dwarka Sector 10 me",Electricity Department,Electricity,Power Outage,HIGH
i am reporting an issue that drainage gutter overflow inundating street water in Vasant Kunj,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
hello sir my name is rahul and streetlights turned off on main road near Civil Lines for 3 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
i am reporting an issue that severe waterlogging in Karol Bagh after light rain due to choked drains,Municipal Drainage Department,Drainage,Waterlogging,HIGH
traffic signal lights not working at major intersection near Connaught Place,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
in our area bhai hamare area Sector 17 me 5 din se paani nahi aa raha hai,Water Department,Water Supply,No Water Supply,HIGH
nuisance and stench from dirty public toilet near Rohini Sector 7 market,Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
"good morning sir, traffic light kharab hai near Railway Station Road chowk",Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
bhai listen community waste bin overflowing near Sector 17,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
hello sir my name is rahul and streetlights turned off on main road near Dwarka Sector 10 for 5 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
"hi assistant i am fine, sewage manhole overflow causing smell and filth on pavement near Karol Bagh",Sanitation Department,Sanitation,Sewage Overflow,HIGH
i am reporting an issue that drainage gutter overflow inundating street water in Connaught Place,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
hello sir my name is rahul and the main road has huge deep potholes near Dwarka Sector 10,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
bhai listen garbage has not been collected from Vasant Kunj for 7 days,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
"please help me, garbage has not been collected from Railway Station Road for 4 days",Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
"please help me, drainage gutter overflow inundating street water in Vasant Kunj",Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
nali overflow kar rahi hai Karol Bagh ke raste pe,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
bhai listen electric pole near Dwarka Sector 10 is leaning dangerously and about to fall,Electricity Department,Electricity,Damaged Electric Pole,HIGH
traffic signal lights not working at major intersection near Vasant Kunj,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
bhai listen traffic light kharab hai near Vasant Kunj chowk,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
bhai listen nali overflow kar rahi hai Lajpat Nagar ke raste pe,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
in our area streetlights turned off on main road near Connaught Place for 7 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
hello sir my name is rahul and road is completely broken with dangerous potholes everywhere,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
"i am reporting an issue that bhai Dwarka Sector 10 ke paas rasta poora toota hua hai, pothole hain bohot",Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
kachra 4 din se nahi uthaya gaya hai Lajpat Nagar se,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
drainage gutter overflow inundating street water in Connaught Place,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
"hi assistant i am fine, dengue phail raha hai please fogging lagwao area me",Public Health Department,Public Health,Vector Disease Control,HIGH
live electrical wire fallen on road near model town,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
i am rahul shamram i am fine so the problem is that severe waterlogging in Civil Lines after light rain due to choked drains,Municipal Drainage Department,Drainage,Waterlogging,HIGH
"good morning sir, power supply has been out in Civil Lines for more than 3 hours",Electricity Department,Electricity,Power Outage,HIGH
i am rahul shamram i am fine so the problem is that drainage gutter overflow inundating street water in Lajpat Nagar,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
"please help me, plague and disease spreading in railway station road due to mosquitoes and stagnant water",Public Health Department,Public Health,Disease Outbreak,HIGH
i am rahul shamram i am fine so the problem is that plague and disease spreading in Dwarka Sector 10 due to mosquitoes and stagnant water,Public Health Department,Public Health,Disease Outbreak,HIGH
bhai listen the road condition near Dwarka Sector 10 is extremely bad and damaged,Public Works Department,Roads / PWD,Road Repair Needed,MEDIUM
i am reporting an issue that road is flooded because a water pipeline is leaking in Model Town,Water Department,Water Supply,Water Pipeline Leakage,HIGH
i am reporting an issue that there is a road on that road there is a pipe that is leaking and road is full of water,Water Department,Water Supply,Water Pipeline Leakage,HIGH
sewage chamber is overflowing and sewage spreading on street near Rohini Sector 7,Sanitation Department,Sanitation,Sewage Overflow,HIGH
sewage line overflowing near Civil Lines creating unsanitary conditions,Sanitation Department,Sanitation,Sewage Overflow,HIGH
i am rahul shamram i am fine so the problem is that streetlight pole broken and light fixture hanging near Dwarka Sector 10,Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
electric pole near Sector 17 is leaning dangerously and about to fall,Electricity Department,Electricity,Damaged Electric Pole,HIGH
"good morning sir, there is a road on that road there is a pipe that is leaking and road is full of water",Water Department,Water Supply,Water Pipeline Leakage,HIGH
hello sir my name is rahul and bus stop shelter shade damaged and rusted near Lajpat Nagar,Municipal Transport Department,Transport,Bus Stop Damage,LOW
i am rahul shamram i am fine so the problem is that sewage line overflowing near Karol Bagh creating unsanitary conditions,Sanitation Department,Sanitation,Sewage Overflow,HIGH
"good morning sir, the main road has huge deep potholes near Civil Lines",Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
hello sir my name is rahul and sewage manhole overflow causing smell and filth on pavement near Lajpat Nagar,Sanitation Department,Sanitation,Sewage Overflow,HIGH
nali overflow kar rahi hai model town ke raste pe,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
in our area water is leaking from main underground pipeline onto the street,Water Department,Water Supply,Water Pipeline Leakage,HIGH
"please help me, street light 1 hafte se band hai Karol Bagh me",Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
"good morning sir, there is a road on that road there is a pipe that is leaking and road is full of water",Water Department,Water Supply,Water Pipeline Leakage,HIGH
traffic signal lights not working at major intersection near Lajpat Nagar,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
bus stop shelter shade damaged and rusted near Sector 17,Municipal Transport Department,Transport,Bus Stop Damage,LOW
streetlights turned off on main road near Civil Lines for 5 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
bus stop shelter shade damaged and rusted near Connaught Place,Municipal Transport Department,Transport,Bus Stop Damage,LOW
bhai listen plague and disease spreading in Lajpat Nagar due to mosquitoes and stagnant water,Public Health Department,Public Health,Disease Outbreak,HIGH
"hi assistant i am fine, road ki condition bahut kharab hai Vasant Kunj me",Public Works Department,Roads / PWD,Road Repair Needed,MEDIUM
"hi assistant i am fine, no water coming out of kitchen tap since this morning",Water Department,Water Supply,No Water Supply,HIGH
"good morning sir, traffic signal lights not working at major intersection near Civil Lines",Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
streetlights turned off on main road near Karol Bagh for 4 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
community waste bin overflowing near Rohini Sector 7,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
"please help me, streetlights turned off on main road near Karol Bagh for 2 nights",Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
i am reporting an issue that the main road has huge deep potholes near Civil Lines,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
hello sir my name is rahul and paani nahi aa raha ghar mein,Water Department,Water Supply,No Water Supply,HIGH
garbage has not been collected from Lajpat Nagar for 7 days,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
bhai listen community waste bin overflowing near Rohini Sector 7,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
"please help me, frequent voltage fluctuations and power cuts in Karol Bagh area",Electricity Department,Electricity,Power Outage,HIGH
"good morning sir, bijli 6 ghante se nahi hai Model Town me",Electricity Department,Electricity,Power Outage,HIGH
there is sewage overflowing from the chamber onto the walking path in Model Town,Sanitation Department,Sanitation,Sewage Overflow,HIGH
garbage has not been collected from Model Town for 5 days,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
i am reporting an issue that mosquito se dengue ho raha hai area me fogging ki zaroorat hai,Public Health Department,Public Health,Vector Disease Control,HIGH
mosquito se dengue ho raha hai area me fogging ki zaroorat hai,Public Health Department,Public Health,Vector Disease Control,HIGH
paani ki pipe leak ho gayi hai sadak par,Water Department,Water Supply,Water Pipeline Leakage,HIGH
bhai listen drainage gutter overflow inundating street water in Connaught Place,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
bhai listen garbage has not been collected from Model Town for 2 days,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
severe foul odor coming from unmaintained public restroom near vasant kunj,Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
live electrical wire fallen on road near railway station road,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
i am reporting an issue that sewage line overflowing near Connaught Place creating unsanitary conditions,Sanitation Department,Sanitation,Sewage Overflow,HIGH
road construction work near dwarka sector 10 has been left incomplete for months,Public Works Department,Roads / PWD,Incomplete Road Construction,MEDIUM
traffic light kharab hai near Railway Station Road chowk,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
i am rahul shamram i am fine so the problem is that nali overflow kar rahi hai Sector 17 ke raste pe,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
i am reporting an issue that there is sewage overflowing from the chamber onto the walking path in Vasant Kunj,Sanitation Department,Sanitation,Sewage Overflow,HIGH
"good morning sir, traffic signal lights not working at major intersection near model town",Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
i am reporting an issue that streetlights turned off on main road near Connaught Place for 3 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
hello sir my name is rahul and kachra 4 din se nahi uthaya gaya hai Rohini Sector 7 se,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
bhai listen kachra 4 din se nahi uthaya gaya hai Connaught Place se,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
"fogging karwao area me, dengue phail raha hai",Public Health Department,Public Health,Vector Disease Control,HIGH
i am reporting an issue that streetlight pole broken and light fixture hanging near Model Town,Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
"hi assistant i am fine, streetlight pole broken and light fixture hanging near Connaught Place",Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
hello sir my name is rahul and big pothole on main road causing accidents and damage to vehicles,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
"hi assistant i am fine, bus stop shelter shade damaged and rusted near Model Town",Municipal Transport Department,Transport,Bus Stop Damage,LOW
"hi assistant i am fine, bimari phail rahi hai please health department ko bhejo Civil Lines me",Public Health Department,Public Health,Disease Outbreak,HIGH
there are large potholes on the road making driving very dangerous,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
bhai listen huge pile of uncollected trash dumped openly near Dwarka Sector 10,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
hello sir my name is rahul and community waste bin overflowing near Rohini Sector 7,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
in our area bus stop shelter shade damaged and rusted near Rohini Sector 7,Municipal Transport Department,Transport,Bus Stop Damage,LOW
i am reporting an issue that frequent voltage fluctuations and power cuts in Dwarka Sector 10 area,Electricity Department,Electricity,Power Outage,HIGH
in our area bijli 6 ghante se nahi hai Connaught Place me,Electricity Department,Electricity,Power Outage,HIGH
